S No., Constraints, Programs, Extracted Programs, Exec. Time
4797,( and ( = ( f x y ) y ) ( = ( f x y ) x ) ),unknown,unknown,1278418
4798,( and ( >= ( f x y ) y ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1296429
4799,( and ( >= ( f x y ) ( - y ( f x y ) ) ) ( > ( f x y ) ( f x y ) ) ),unknown,unknown,1544792
4800,( or ( <= ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( = ( f x y ) ( + ( + ( f x y ) y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int (* y 0)),((* y 0)),1482187
4801,( and ( <= ( f x y ) ( f x y ) ) ( >= ( f x y ) ( - ( - y ( f x y ) ) ( f x y ) ) ) ),Timeout,Timeout,1502697
4802,( or ( > x ( f x y ) ) ( > ( f x y ) ( + x ( f x y ) ) ) ),Timeout,Timeout,1344924
4803,( and ( > ( f x y ) ( f x y ) ) ( > ( f x y ) ( f x y ) ) ),unknown,unknown,1283787
4804,( or ( < ( f x y ) ( f x y ) ) ( <= ( - x ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1371023
4805,( or ( > ( f x y ) ( f x y ) ) ( > ( f x y ) ( - ( f x y ) ( f x y ) ) ) ),Timeout,Timeout,1425725
4806,( and ( >= ( f x y ) ( f x y ) ) ( < ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1403383
4807,( or ( >= ( f x y ) ( - ( f x y ) y ) ) ( < ( f x y ) ( - ( - y ( f x y ) ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1257067
4808,( or ( <= ( f x y ) ( + y ( f x y ) ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1267353
4809,( and ( < ( f x y ) ( - ( f x y ) ( - x ( f x y ) ) ) ) ( > x ( f x y ) ) ),unknown,unknown,1261617
4810,( or ( >= ( f x y ) ( - ( f x y ) ( + ( f x y ) ( + ( f x y ) x ) ) ) ) ( > ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1400294
4811,( or ( > y ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1272217
4812,( and ( < ( f x y ) ( f x y ) ) ( = ( f x y ) ( - x ( f x y ) ) ) ),unknown,unknown,1275418
4813,( and ( >= ( + ( f x y ) ( + ( f x y ) ( - ( f x y ) y ) ) ) ( f x y ) ) ( < ( f x y ) x ) ),unknown,unknown,1298125
4814,( or ( <= y ( f x y ) ) ( <= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1245892
4815,( and ( > y ( f x y ) ) ( >= ( f x y ) x ) ),unknown,unknown,1275600
4816,( or ( <= ( + y ( f x y ) ) ( f x y ) ) ( < ( f x y ) ( + x ( f x y ) ) ) ),unknown,unknown,1300919
4817,( and ( <= ( f x y ) x ) ( < ( + ( f x y ) x ) ( f x y ) ) ),unknown,unknown,1299249
4818,( or ( > ( + y ( f x y ) ) ( f x y ) ) ( = ( f x y ) ( + ( - ( f x y ) y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1324487
4819,( and ( < ( - x ( f x y ) ) ( f x y ) ) ( > ( f x y ) ( + ( f x y ) ( f x y ) ) ) ),unknown,unknown,1305272
4820,( or ( <= ( f x y ) x ) ( < ( + y ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1289216
4821,( or ( <= ( f x y ) y ) ( <= ( + x ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1455282
4822,( and ( >= y ( f x y ) ) ( >= ( f x y ) ( + y ( f x y ) ) ) ),unknown,unknown,1423078
4823,( and ( <= ( f x y ) ( + ( f x y ) y ) ) ( = ( f x y ) ( f x y ) ) ),unknown,unknown,1414005
4824,( and ( < ( f x y ) ( f x y ) ) ( >= y ( f x y ) ) ),unknown,unknown,1312304
4825,( and ( < ( f x y ) x ) ( <= ( f x y ) ( f x y ) ) ),Timeout,Timeout,1328360
4826,( or ( <= y ( f x y ) ) ( > ( f x y ) ( + ( f x y ) ( + ( f x y ) x ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1293243
4827,( and ( >= ( - ( f x y ) y ) ( f x y ) ) ( <= ( f x y ) ( + ( + ( f x y ) ( + y ( f x y ) ) ) ( f x y ) ) ) ),Timeout,Timeout,1356256
4828,( and ( = ( f x y ) ( f x y ) ) ( <= ( - ( - ( f x y ) y ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1337974
4829,( or ( >= ( - ( f x y ) y ) ( f x y ) ) ( <= ( f x y ) ( + ( - ( f x y ) y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1325948
4830,( and ( > ( f x y ) ( f x y ) ) ( > x ( f x y ) ) ),unknown,unknown,1273201
4831,( or ( > ( f x y ) ( - y ( f x y ) ) ) ( <= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1293173
4832,( or ( < y ( f x y ) ) ( <= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1323388
4833,( or ( > y ( f x y ) ) ( <= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1294260
4834,( and ( = x ( f x y ) ) ( > ( f x y ) ( - ( f x y ) ( - y ( f x y ) ) ) ) ),unknown,unknown,1261466
4835,( and ( >= ( - ( f x y ) ( - ( - ( f x y ) ( f x y ) ) ( f x y ) ) ) ( f x y ) ) ( <= ( f x y ) ( + ( f x y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int (- y y)),((- y y)),1333417
4836,( and ( = ( f x y ) y ) ( > ( + ( f x y ) ( - x ( f x y ) ) ) ( f x y ) ) ),unknown,unknown,1255625
4837,( or ( > ( f x y ) y ) ( <= ( f x y ) ( + ( f x y ) ( + x ( f x y ) ) ) ) ),Timeout,Timeout,1339446
4838,( or ( = ( f x y ) ( - ( f x y ) x ) ) ( >= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1267023
4839,( or ( > x ( f x y ) ) ( < ( f x y ) ( + ( f x y ) ( f x y ) ) ) ),Timeout,Timeout,1334504
4840,( or ( = y ( f x y ) ) ( = ( f x y ) ( + ( f x y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1268659
4841,( and ( > ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( < ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1378244
4842,( and ( <= ( f x y ) ( f x y ) ) ( > ( + ( + ( f x y ) ( - ( f x y ) x ) ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1325026
4843,( and ( = ( f x y ) ( + ( f x y ) ( + ( f x y ) x ) ) ) ( < ( + y ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1359649
4844,( or ( = y ( f x y ) ) ( >= ( f x y ) ( + y ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1554928
4845,( and ( <= ( - ( - ( f x y ) ( - x ( f x y ) ) ) ( f x y ) ) ( f x y ) ) ( <= x ( f x y ) ) ),unknown,unknown,1538952
4846,( and ( > ( f x y ) x ) ( > ( f x y ) y ) ),Timeout,Timeout,1424692
4847,( or ( > ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( > ( f x y ) ( + ( f x y ) x ) ) ),Timeout,Timeout,1381658
4848,( or ( = ( f x y ) ( f x y ) ) ( >= ( - x ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1272450
4849,( or ( > ( f x y ) x ) ( > x ( f x y ) ) ),Timeout,Timeout,1426494
4850,( and ( = ( f x y ) ( f x y ) ) ( >= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1345893
4851,( and ( > ( f x y ) y ) ( >= ( f x y ) ( - ( f x y ) ( f x y ) ) ) ),Timeout,Timeout,1360518
4852,( and ( < ( f x y ) y ) ( <= y ( f x y ) ) ),unknown,unknown,1298925
4853,( or ( < ( f x y ) ( f x y ) ) ( <= ( f x y ) ( - ( f x y ) ( - ( f x y ) x ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1322641
4854,( or ( >= ( - ( f x y ) ( + ( f x y ) y ) ) ( f x y ) ) ( <= ( + ( + x ( f x y ) ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1403986
4855,( or ( = ( f x y ) y ) ( = y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1254981
4856,( and ( < ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( <= ( f x y ) ( - y ( f x y ) ) ) ),Timeout,Timeout,1311532
4857,( and ( <= ( f x y ) x ) ( < ( f x y ) ( f x y ) ) ),unknown,unknown,1269522
4858,( and ( <= ( f x y ) ( + y ( f x y ) ) ) ( = ( f x y ) y ) ),unknown,unknown,1278869
4859,( and ( <= x ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1250628
4860,( or ( <= y ( f x y ) ) ( < y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1276953
4861,( or ( = x ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1289396
4862,( or ( < y ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1292163
4863,( or ( >= ( + y ( f x y ) ) ( f x y ) ) ( >= ( f x y ) ( - ( + ( f x y ) y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1256670
4864,( and ( >= y ( f x y ) ) ( >= x ( f x y ) ) ),Timeout,Timeout,1320964
4865,( and ( >= ( f x y ) y ) ( <= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1391856
4866,( and ( > ( f x y ) y ) ( = ( f x y ) ( f x y ) ) ),Timeout,Timeout,1652079
4867,( or ( <= ( + y ( f x y ) ) ( f x y ) ) ( > x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (- x y)),((- x y)),1288258
4868,( and ( > ( f x y ) y ) ( < ( f x y ) x ) ),unknown,unknown,1271757
4869,( or ( > y ( f x y ) ) ( >= ( f x y ) ( - ( f x y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int (- x x)),((- x x)),1302237
4870,( and ( >= ( f x y ) y ) ( > ( f x y ) y ) ),Timeout,Timeout,1321736
4871,( and ( >= ( f x y ) ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1280492
4872,( and ( > ( + ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( f x y ) ) ( <= y ( f x y ) ) ),Timeout,Timeout,1343392
4873,( or ( <= ( f x y ) ( f x y ) ) ( < ( - ( f x y ) ( + ( f x y ) ( - ( f x y ) y ) ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1299233
4874,( or ( <= ( f x y ) ( f x y ) ) ( < ( f x y ) ( - ( f x y ) ( - ( f x y ) y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1264598
4875,( or ( <= y ( f x y ) ) ( > ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1395291
4876,( and ( <= ( - ( f x y ) ( + y ( f x y ) ) ) ( f x y ) ) ( = ( f x y ) y ) ),unknown,unknown,1414973
4877,( and ( >= ( f x y ) y ) ( > ( - ( f x y ) y ) ( f x y ) ) ),unknown,unknown,1332834
4878,( or ( <= ( f x y ) x ) ( <= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1276640
4879,( or ( > ( f x y ) y ) ( >= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1289892
4880,( or ( > ( + ( - ( - ( f x y ) ( - ( f x y ) x ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( > ( f x y ) ( - ( f x y ) ( + ( f x y ) ( f x y ) ) ) ) ),Timeout,Timeout,1318608
4881,( or ( >= ( + ( + ( f x y ) ( - y ( f x y ) ) ) ( f x y ) ) ( f x y ) ) ( < ( - ( f x y ) y ) ( f x y ) ) ),unknown,unknown,1309973
4882,( or ( > ( f x y ) ( - ( f x y ) ( + ( f x y ) x ) ) ) ( < ( f x y ) ( f x y ) ) ),Timeout,Timeout,1320104
4883,( or ( >= ( f x y ) ( f x y ) ) ( > ( f x y ) ( + ( - ( f x y ) ( f x y ) ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1245770
4884,( and ( < ( - x ( f x y ) ) ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),unknown,unknown,1293398
4885,( or ( > ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( >= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1378693
4886,( and ( > ( f x y ) ( + ( - y ( f x y ) ) ( f x y ) ) ) ( >= ( f x y ) ( + x ( f x y ) ) ) ),Timeout,Timeout,1334105
4887,( or ( < x ( f x y ) ) ( >= ( + ( f x y ) ( - ( f x y ) ( + ( - ( f x y ) ( - ( + ( f x y ) y ) ( f x y ) ) ) ( f x y ) ) ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1306045
4888,( and ( > ( - y ( f x y ) ) ( f x y ) ) ( >= ( f x y ) x ) ),unknown,unknown,1454001
4889,( or ( = x ( f x y ) ) ( = ( f x y ) ( - ( + ( f x y ) x ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1529629
4890,( and ( < ( + ( f x y ) ( - ( f x y ) x ) ) ( f x y ) ) ( > ( - x ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1344302
4891,( or ( <= ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( > x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (* x 9)),((* x 9)),1299756
4892,( and ( >= ( + ( f x y ) y ) ( f x y ) ) ( < ( f x y ) x ) ),Timeout,Timeout,1353896
4893,( and ( = y ( f x y ) ) ( > ( f x y ) ( f x y ) ) ),unknown,unknown,1325346
4894,( or ( >= ( f x y ) ( + ( f x y ) y ) ) ( <= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1443946
4895,( or ( > ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( <= ( f x y ) ( - ( f x y ) ( - x ( f x y ) ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1567845
4896,( or ( >= ( f x y ) y ) ( <= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1360566
4897,( and ( < ( f x y ) ( - ( - ( f x y ) y ) ( f x y ) ) ) ( < ( f x y ) ( + ( + ( - ( + ( f x y ) ( + ( f x y ) ( - x ( f x y ) ) ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ) ),unknown,unknown,1283283
4898,( and ( < ( f x y ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),unknown,unknown,1261392
4899,( and ( < ( + ( f x y ) y ) ( f x y ) ) ( = x ( f x y ) ) ),unknown,unknown,1284644
4900,( or ( <= ( + y ( f x y ) ) ( f x y ) ) ( > x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (- x y)),((- x y)),1285076
4901,( or ( > ( f x y ) x ) ( = ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1290824
4902,( or ( <= x ( f x y ) ) ( >= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1290676
4903,( or ( <= ( f x y ) x ) ( = ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1335901
4904,( and ( > x ( f x y ) ) ( > ( f x y ) ( - ( f x y ) ( + ( f x y ) ( + ( + ( f x y ) ( f x y ) ) ( f x y ) ) ) ) ) ),unknown,unknown,1359431
4905,( and ( < ( f x y ) ( f x y ) ) ( < ( - ( + ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1354929
4906,( and ( = ( - ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( < ( f x y ) y ) ),unknown,unknown,1406905
4907,( or ( <= ( f x y ) y ) ( > ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1399999
4908,( and ( >= ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( = ( f x y ) x ) ),unknown,unknown,1495086
4909,( or ( >= ( - ( f x y ) ( - ( + ( f x y ) ( - ( f x y ) ( + ( + ( f x y ) x ) ( f x y ) ) ) ) ( f x y ) ) ) ( f x y ) ) ( <= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1526362
4910,( and ( >= ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( = ( + ( + ( - y ( f x y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1878475
4911,( or ( < y ( f x y ) ) ( <= ( - ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (* x 0)),((* x 0)),1609797
4912,( and ( >= y ( f x y ) ) ( <= x ( f x y ) ) ),unknown,unknown,1530311
4913,( and ( < ( f x y ) ( + y ( f x y ) ) ) ( = ( f x y ) y ) ),unknown,unknown,1277810
4914,( or ( < y ( f x y ) ) ( <= ( + y ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (* y 5)),((* y 5)),1384081
4915,( and ( >= ( f x y ) ( f x y ) ) ( < y ( f x y ) ) ),Timeout,Timeout,1319949
4916,( and ( > ( + x ( f x y ) ) ( f x y ) ) ( = ( f x y ) x ) ),unknown,unknown,1349070
4917,( and ( <= ( f x y ) ( f x y ) ) ( <= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1255660
4918,( and ( <= ( f x y ) ( f x y ) ) ( < ( f x y ) y ) ),Timeout,Timeout,1325421
4919,( or ( = ( f x y ) ( f x y ) ) ( >= ( f x y ) ( + ( f x y ) y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1268445
4920,( and ( > ( f x y ) ( f x y ) ) ( >= ( + ( f x y ) y ) ( f x y ) ) ),unknown,unknown,1298074
4921,( or ( >= ( f x y ) ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1259823
4922,( and ( >= ( - ( f x y ) x ) ( f x y ) ) ( < y ( f x y ) ) ),Timeout,Timeout,1327878
4923,( or ( >= x ( f x y ) ) ( > ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1263607
4924,( or ( <= ( f x y ) ( f x y ) ) ( = y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1361633
4925,( or ( = y ( f x y ) ) ( = ( - ( + ( f x y ) x ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1295456
4926,( or ( < ( f x y ) x ) ( > ( f x y ) x ) ),Timeout,Timeout,1306941
4927,( and ( = ( f x y ) y ) ( > ( + ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1264239
4928,( or ( = ( f x y ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1297383
4929,( and ( > ( f x y ) ( - ( + y ( f x y ) ) ( f x y ) ) ) ( = ( + ( + x ( f x y ) ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1304870
4930,( and ( >= ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( < ( f x y ) ( - ( f x y ) ( f x y ) ) ) ),unknown,unknown,1264159
4931,( and ( >= ( f x y ) x ) ( <= ( f x y ) ( + ( - ( f x y ) ( f x y ) ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1443180
4932,( or ( >= ( + ( + ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( f x y ) ) ( f x y ) ) ( >= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1501027
4933,( or ( > x ( f x y ) ) ( > ( f x y ) y ) ),Timeout,Timeout,1383696
4934,( or ( >= ( - y ( f x y ) ) ( f x y ) ) ( <= ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (- y y)),((- y y)),1329008
4935,( and ( < x ( f x y ) ) ( >= ( f x y ) ( - y ( f x y ) ) ) ),Timeout,Timeout,1316922
4936,( or ( = ( f x y ) ( - y ( f x y ) ) ) ( <= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1299455
4937,( and ( <= y ( f x y ) ) ( >= ( f x y ) x ) ),Timeout,Timeout,1319417
4938,( or ( = ( f x y ) ( f x y ) ) ( <= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1344655
4939,( or ( >= ( - ( f x y ) x ) ( f x y ) ) ( = y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1270746
4940,( or ( < ( f x y ) ( - x ( f x y ) ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1318642
4941,( and ( > ( + ( f x y ) x ) ( f x y ) ) ( < ( - ( - ( f x y ) ( + ( f x y ) ( + ( f x y ) x ) ) ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1302059
4942,( and ( <= ( f x y ) x ) ( > y ( f x y ) ) ),Timeout,Timeout,1340212
4943,( or ( >= ( f x y ) ( - y ( f x y ) ) ) ( < y ( f x y ) ) ),Timeout,Timeout,1326804
4944,( or ( < ( f x y ) ( f x y ) ) ( > ( f x y ) ( + ( - ( f x y ) ( - ( f x y ) ( - ( - ( f x y ) y ) ( f x y ) ) ) ) ( f x y ) ) ) ),unknown,unknown,1391023
4945,( or ( < ( f x y ) ( + ( f x y ) x ) ) ( >= ( - ( f x y ) x ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1262031
4946,( or ( = ( - ( - ( - ( + ( f x y ) ( + ( f x y ) x ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1273463
4947,( and ( > ( f x y ) x ) ( < ( f x y ) ( f x y ) ) ),unknown,unknown,1292913
4948,( and ( < ( f x y ) ( - y ( f x y ) ) ) ( > ( f x y ) x ) ),unknown,unknown,1281555
4949,( or ( <= x ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1257962
4950,( or ( <= ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( >= ( f x y ) ( - ( f x y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1280354
4951,( or ( <= x ( f x y ) ) ( <= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1292614
4952,( and ( < ( f x y ) y ) ( < ( + y ( f x y ) ) ( f x y ) ) ),unknown,unknown,1317105
4953,( and ( > ( - ( f x y ) ( - x ( f x y ) ) ) ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),Timeout,Timeout,1356314
4954,( or ( = ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1399200
4955,( and ( <= ( f x y ) y ) ( <= ( f x y ) ( - y ( f x y ) ) ) ),Timeout,Timeout,1522855
4956,( or ( < ( f x y ) y ) ( < ( + ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( f x y ) ) ),Timeout,Timeout,1358535
4957,( or ( = ( - ( + ( f x y ) x ) ( f x y ) ) ( f x y ) ) ( = ( f x y ) ( - ( f x y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1265038
4958,( and ( >= ( f x y ) y ) ( <= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1285345
4959,( and ( = ( f x y ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1270694
4960,( or ( < ( f x y ) ( f x y ) ) ( > x ( f x y ) ) ),Timeout,Timeout,1382917
4961,( and ( >= ( f x y ) x ) ( > x ( f x y ) ) ),unknown,unknown,1296605
4962,( and ( < ( f x y ) y ) ( <= ( f x y ) ( f x y ) ) ),Timeout,Timeout,1324654
4963,( and ( = ( f x y ) ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),unknown,unknown,1259761
4964,( or ( = ( f x y ) y ) ( = ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1294470
4965,( and ( < ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( <= y ( f x y ) ) ),unknown,unknown,1340271
4966,( and ( >= ( + ( f x y ) y ) ( f x y ) ) ( < ( f x y ) ( + ( f x y ) ( - ( f x y ) ( - y ( f x y ) ) ) ) ) ),unknown,unknown,1270522
4967,( and ( = ( f x y ) ( f x y ) ) ( >= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1282323
4968,( or ( = ( f x y ) ( + ( f x y ) x ) ) ( = y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1334554
4969,( or ( > ( f x y ) y ) ( > y ( f x y ) ) ),Timeout,Timeout,1345555
4970,( and ( <= ( f x y ) ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),unknown,unknown,1280890
4971,( and ( = y ( f x y ) ) ( > x ( f x y ) ) ),unknown,unknown,1290209
4972,( or ( >= ( f x y ) y ) ( > ( f x y ) ( + ( f x y ) ( - ( f x y ) ( - ( f x y ) y ) ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1298893
4973,( or ( <= x ( f x y ) ) ( >= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1253082
4974,( or ( > ( f x y ) x ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1294606
4975,( and ( <= x ( f x y ) ) ( <= ( - x ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1422936
4976,( or ( < ( + ( f x y ) ( - x ( f x y ) ) ) ( f x y ) ) ( <= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1517484
4977,( and ( > x ( f x y ) ) ( <= y ( f x y ) ) ),unknown,unknown,1825557
4978,( or ( < ( f x y ) x ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1532503
4979,( and ( <= ( f x y ) y ) ( > ( f x y ) ( + ( f x y ) ( - y ( f x y ) ) ) ) ),unknown,unknown,1267224
4980,( or ( <= ( f x y ) ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1360063
4981,( or ( < ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1362011
4982,( and ( = ( f x y ) ( - ( f x y ) ( + ( f x y ) y ) ) ) ( < x ( f x y ) ) ),unknown,unknown,1505816
4983,( and ( > ( f x y ) y ) ( > ( f x y ) ( - ( f x y ) ( f x y ) ) ) ),Timeout,Timeout,1857409
4984,( and ( = ( f x y ) x ) ( <= x ( f x y ) ) ),Timeout,Timeout,6131989
